abbr.;LEN;full_name_local;full_name_english;country
;0;Friendly Society;;IE
;0;Trade union;;IE
;0;Local authority;;IE
;0;Statutory corporation;;IE
;0;Other legal form;;IE
;0;General Government;General Government;MT
;0;Corporations;Corporations;MT
;0;Coöperatie;cooperative;NL
;0;Vereniging;association, society;NL
;0;Kerkgenootschap;church or spiritual organisation;NL
;0;Stichting;foundation, trust;NL
;0;Overige privaatrechtelijke personen;other legal entities governed by private law;NL
;0;Publiekrechtelijke rechtspersonen op basis van artikel 2:1 lid 1 BW;Legal entities governed by public law under Section 2:1(1) of the Dutch Civil Code, legal entities under public law as referred to in Section 2:1(1) of the DCC;NL
;0;Publiekrechtelijke rechtspersonen op basis van artikel 2:1 lid 2 BW;Legal entities governed by public law under Section 2:1(2) of the Dutch Civil Code, legal entities under public law as referred to in Section 2:1(2) of the DCC;NL
;0;uczelnie;higher education institution;PL
;0;partie polityczne;political party;PL
;0;wspólnoty mieszkaniowe;condominium;PL
;0;osoby fizyczne prowadzące działalność gospodarczą;sole proprietor;PL
;0;przedsiębiorstwa państwowe;state-owned enterprise (SOE);PL
;0;instytucje gospodarki budżetowej;state budget entity;PL
;0;towarzystwa reasekuracji wzajemnej;mutual reinsurance society;PL
;0;spółdzielnie;co-operative;PL
;0;samodzielne publiczne zakłady opieki zdrowotnej;independent public health care unit;PL
;0;fundacje;foundation;PL
;0;kółka rolnicze;machinery ring;PL
;0;spółdzielcze kasy oszczędnościowo-kredytowe;co-operative savings and credit union;PL
;0;wspólnoty samorządowe;self-governed community;PL
;0;Skarb Państwa;the State Treasury;PL
;0;państwowe jednostki organizacyjne;state organizational unit;PL
;0;kościoły i związki wyznaniowe;churches and religious unions;PL
;0;stowarzyszenia i związki stowarzyszeń;association or union of associations;PL
;0;organizacje społeczne i zawodowe;non-profit or professional organisatoin;PL
;0;związki zawodowe;trade union;PL
;0;zrzeszenia;federation;PL
;0;związki inne niż zawodowe;union other than a trade union;PL
;0;instytuty badawcze;research institute ;PL
;0;cechy i izby rzemieślnicze, izby gospodarcze;guild and craft chamber, chamber of commerce;PL
;0;placówki systemu oświaty;education system institution;PL
;0;organy władzy, administracji rządowej, kontroli państwowej i ochrony prawa oraz sądy i trybunały;public authority body, government administration authority, state inspection authority;PL
;0;samorządowe jednostki organizacyjne;self-government organizational unit;PL
;0;fundusze inwestycyjne;investment fund;PL
;0;fundusze inne niż inwestycyjne i inne niż otwarte fundusze emerytalne;fund other than investment fund or open pension fund ;PL
;0;Sociedade Irregular;Unregistered company;PT
;0;Fundos;Funds;PT
;0;Alte forme de proprietate;Other legal forms;RO
;0;Cooperativă de consum;Consumer cooperative;RO
;0;Cooperativă de credit;Credit cooperative;RO
;0;Cooperativă meșteșugărească;Handicraft cooperative;RO
;0;Reprezentanta;Representative Office;RO
;0;Reprezentant fiscal;Fiscal representative;RO
;0;Societate agricolă;Agricultural company;RO
;0;Enkelt bolag;Regulated partnership between two parts;SE
;0;Partrederier;Limited shipping partnerships;SE
;0;Gruvbolag;Mining partnerships;SE
;0;Kooperativ hyresrättsförening;Cooperative renting rights associations;SE
;0;Ideell förening;Non-profit organisation;SE
;0;Samfälligheter;Joint-ownership associations;SE
;0;Registrerat trossamfund;Registered religious communities;SE
;0;Familjestiftelser;Family foundations;SE
;0;Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser;Other foundations and funds;SE
;0;Statliga enheter;Entities of central government;SE
;0;Kommuner;Municipalities;SE
;0;Kommunalförbund;Federations of local government authorities;SE
;0;Landsting;County councils;SE
;0;Allmänna försäkringskassor;Social security offices;SE
;0;Offentliga korporationer och anstalter;Public corporate bodies and institutions;SE
;0;Hypoteksföreningar;Mortgage associations;SE
;0;Regionala statliga myndigheter;Regional entities of central government;SE
;0;Oskiftade dödsbon;Estates of deceased persons;SE
;0;Ömsesidiga försäkringsbolag;Mutual insurance corporations;SE
;0;Understödsföreningar, Försäkringsföreningar;Friendly societies;SE
;0;Arbetslöshetskassor;Unemployment benefit funds;SE
;0;Övriga svenska juridiska personer bildade enligt särskild lagstiftning;Other Swedish legal persons subject to special legislation;SE
;0;Centralna banka;Central Bank;SI
;0;Sklad;Trust;SI
;0;Javni sklad;Public Fund;SI
;0;Javna agencija;Public Agency;SI
;0;Republika Slovenija;Republic of Slovenia;SI
;0;Predsednik republike;President of the Republic;SI
;0;Predstavniški organ (DZ, DS);Representative body (parliament, National council);SI
;0;Varuh človekovih pravic;Human rights ombudsman;SI
;0;Ustavno sodišče;Constitutional Court;SI
;0;Računsko sodišče;The court of Auditors;SI
;0;Vlada, vladna služba;Government, government service;SI
;0;Ministrstvo;Ministry;SI
;0;Sodišče (vrhovno, višja, okrožna, okrajna);Court (supreme, higher, district, county);SI
;0;Tožilstvo;The prosecutor's office;SI
;0;Pravobranilstvo;Attorneys Office;SI
;0;Upravni organ v sestavi;Administrative body;SI
;0;Upravna enota;Administrative unit;SI
;0;Organ, organizacija širše lokalne skupnosti;Authority, organization wider local community;SI
;0;Lokalne skupnosti;Local communities;SI
;0;Krajevna skupnost, druge ožje lokalne skupnosti;The local community, other local community;SI
;0;Pooblaščenec za dostop do informacij javnega značaja;The Commissioner for Access to Public Information;SI
;0;Samostojni in neodvisni državni organ;Autonomous and independent state authority;SI
;0;Javno podjetje;Public company;SI
;0;Javni gospodarski zavod;Public economic institute;SI
;0;Zavod;Institute;SI
;0;Javni zavod;Public institute;SI
;0;Skupnost zavodov;Community of institutes;SI
;0;Zbornica;Chamber;SI
;0;Članica univerze;University member;SI
;0;Gospodarska zbornica;Chamber of Commerce;SI
;0;Javni raziskovalni zavod;Public research institut;SI
;0;Skupnost lastnikov stanovanj;Community of homeowners;SI
;0;Ustanova;Institution;SI
;0;Agrarne, pašne in vaške skupnosti;Agriculture, grazing and village communities;SI
;0;Druge skupnosti;Other communities;SI
;0;Mladinski svet;Youth Council;SI
;0;Narodnostna skupnost;Ethnic community;SI
;0;Študentska organizacija;Student organization;SI
;0;Nevladna organizacija;Non-government organization;SI
;0;Politična stranka;Political party;SI
;0;Sindikat;Union;SI
;0;Društvo, zveza društev;Association, Federation;SI
;0;Verska skupnost in podobne verske organizacije;Religious community and religious organizations;SI
;0;Stanovanjska zadruga;Housing Association;SI
;0;Obrtna zadruga;Chamber of Crafts;SI
;0;Hran. kredit. služba;Savings and credit services;SI
;0;Kmetijska zadruga;Agricultural cooperative;SI
;0;zavod v zaseb. last.;Institute in private property;SI
;0;Družbeno podj., p. o.;Social enterprise;SI
;0;zadruga;Cooperative;SI
;0;Druge oblike poslovnih subjektov;Other forms of business entities;SI
;0;Režijski obrat;Overheads plant;SI
;0;Poslovna enota;Business unit;SI
;0;Zadružna enota;The cooperative unit;SI
;0;Organizacijska enota;Organizational unit;SI
;0;Druge oblike delov poslovnih subjektov;Other forms of parts of business entities;SI
;0;Nadácia;Foundation;SK
;0; Neinvestičný fond;Non-investment fund;SK
;0;Nezisková organizácia poskytujúca všeobecne prospešné služby;Non-profit organization providing community services;SK
;0;Jednoduchá spoločnosť na akcie;Simple joint stock company;SK
;0;Družstvo;Cooperative;SK
;0;Spoločenstvá vlastníkov pozemkov, bytov a pod.;Associations of land owners, flats owner etc.;SK
;0;Národná banka Slovenska;National Bank of Slovakia;SK
;0;Banka-štátny peňažný ústav;Bank - state monetary institution;SK
;0;Rozpočtová organizácia;Budgetary organization;SK
;0;Príspevková organizácia;Organization based on state contributions;SK
;0;Fondy;Funds;SK
;0;Verejnoprávna inštitúcia;Public legal institution;SK
;0;Iná organizácia verejnej správy;Other organization of public administration;SK
;0;Doplnková dôchodková poisťovňa;Complementary pension funding;SK
;0;Komoditná burza;Commodity Exchange;SK
;0;Združenie (zväz, spolok, spoločnosť, klub ai.);Association (league, union, society, club, etc.);SK
;0;Politická strana, politické hnutie;Political party, political movement;SK
;0;Cirkevná organizácia;Ecclesiastical organization;SK
;0;Stavovská organizácia - profesná komora;Professional organization - professional chamber;SK
;0;Komora (s výnimkou profesných komôr);Chamber (except professional chambers);SK
;0;Záujmové združenie právnických osôb;Interest association of legal persons;SK
;0;Obec (obecný úrad), mesto (mestský úrad);Municipality (municipal office);SK
;0;Zastupiteľské orgány iných štátov;Diplomatic corps of foreign country;SK
;0;Zahraničné kultúrne, informačné stredisko, rozhlasová, tlačová a televízna agentúra;Foreign centre for culture and information, agency for radio, press and television;SK
;0;Medzinárodné organizácie a združenia;International organization and association;SK
;0;Corporations;Corporations;-
;0;Cooperatives;Cooperatives;-
;0;Partnerships;Partnerships;-
;0;Sole traders;Sole traders;-
;0;Limited liability company;Limited liability company;-
;0;Other;Any other legal form not included in the above list;-
;0;Conventional legal form for Special funds;Special funds are unincorporated investment funds comprising investment portfolios owned by the group of participants and whose management is undertaken, in general, by other financial corporations. Such funds are institutional units that are separate from the managing financial corporation;-
OG;2;Offene Gesellschaft;General partnership;AT
KG;2;Kommanditgesellschaft;Limited partnership;AT
AG;2;Aktiengesellschaft;Plc (UK);AT
SR;2;Sonstiger Rechtsträger;Other Legal Entity;AT
EG;2;Eigentümergemeinschaft;owner association;AT
AD;2;Акционерно дружество (АД);Joint-stock company;BG
KD;2;Командиртно дружество (КД);Limited partnership;BG
SD;2;Събирателно дружество (СД);General partnership;BG
ET;2;Едноличен търговец (ЕТ);Sole proprietor;BG
SP;2;Αυτοτελώς εργαζόμενος;Sole proprietorship;CY
SF;2;Σωματεία και Ιδρυμάτα ;Societies & Foundations;CY
PF;2;Ταμεία Προνοίας;Pension/ Provident Funds;CY
NA;2;Odborová organizace;Trade union organisation;CZ
NA;2;Organizace zaměstnavatelů;Employers organisation;CZ
NA;2;Svěřenský fond;Trust fund;CZ
KG;2;Kommanditgesellschaft;Limited partnership;DE
AG;2;Aktiengesellschaft;Public limited company;DE
wV;2;Wirtschaftlicher Verein;Registered association by charter ;DE
eG;2;Eingetragene Genossenschaft;Registered cooperative company;DE
AS;2;Aktsiaselts;Public limited company ;EE
OÜ;2;Osaühing;Private limited company;EE
TÜ;2;Täisühing;General partnership;EE
UÜ;2;Usaldusühing;Limited partnership;EE
SA;2;Sihtasutus;Foundation;EE
SA;2;Sociedad Anónima;Public limited company;ES
SL;2;Sociedad de responsabilidad limitada;Private limited company;ES
SC;2;Sociedad colectiva;General partnerships;ES
SP;2;Sociedad profesional;Private company of professional members;ES
ky;2;Kommandiittiyhtiö;Limited partnership;FI
kb;2;Kommandiittiyhtiö;Limited partnership;FI
oy;2;Osakeyhtiö;Limited company;FI
ab;2;Osakeyhtiö;Limited company;FI
op;2;Osuuspankki;Cooperative bank;FI
sr;2;Säätiö (säätiölain mukainen);Foundation (according to the Foundations Act);FI
sp;2;Säästöpankki;Savings bank;FI
OE;2;Ομόρρυθμη Εταιρεία ;General Partnership;GR
EE;2;Ετερόρρυθμη Εταιρεία ;Limited partnership (partnership company);GR
SA;2;Ανώνυμη Εταιρεία ;Public Limited Company, Societe Anonyme, Incorporated Company, Joint-stock Company;GR
SC;2;Ναυτική εταιρία ;Shipping Company;GR
JV;2;Κοινοπραξία ;Joint Venture;GR
PL;2;Νομικά Πρόσωπα Δημοσίου Δικαίου ;Legal Entities of Public Law;GR
AB;2;Akcinė bendrovė;Public Limited Company;LT
KO;2;Kooperatinė bendrovė (kooperatyvas);Cooperative Society (Cooperative);LT
MB;2;Mažoji bendrija;Small Partnership;LT
II;2;Individuali įmonė;Individual Enterprise / Sole proprietorship;LT
VI;2;Valstybės įmonė;State Enterprise;LT
SI;2;Savivaldybės įmonė;Municipal Enterprise;LT
VS;2;Viešoji įstaiga;Public Institution;LT
BI;2;Biudžetinė įstaiga;Budgetary Institution;LT
LF;2;Labdaros ir paramos fondas;Charity and Sponsorship Fund;LT
BN;2;Bendrija;Partnership;LT
SD;2;Sodininkų bendrija;Gardeners’ Partnership;LT
PP;2;Politinė partija;Political Party;LT
TR;2;Tradicinė religinė bendruomenė ar bendrija;Traditional Lithuanian Religious Congregation or Community;LT
RB;2;Religinė bendruomenė ar bendrija;Religious Community and Association;LT
PS;2;Profesinė sąjunga ar susivienijimas;Trade Union;LT
NA;2;Nuolatinė komercinio arbitražo institucija;Domicile Arbitration Institution;LT
PR;2;Prekybos, pramonės ir amatų rūmai;Chamber of commerce, industry and crafts;LT
SS;2;Šaulių sąjunga;Riflemen’s Union;LT
CB;2;Centrinis bankas;Central Bank;LT
EI;2;Entreprise individuelle;Sole proprietorship;LU
SC;2;Société civile;Civil company ;LU
AM;2;Association momentanée;Temporary partnership;LU
AA;2;Association agricole;Agricultural association ;LU
EP;2;Etablissement public;Public establishment;LU
SP;2;Secteur public;Public sector;LU
AS;2;Akciju sabiedrība;Stock company;LV
VU;2;Valsts uzņēmums ;State enterprise;LV
PS;2;Pilnsabiedrība;General partnership;LV
KS;2;Komandītsabiedrība;Limited partnership;LV
IK;2;Individuālais komersants;Individual merchant;LV
KB;2;Kooperatīvā sabiedrība ;Cooperative society;LV
OC;2;Overseas Company;Overseas Company;MT
SV;2;SICAV (Société d’Investissement à Capital Variable);Investment companies with variable share capital;MT
VO;2;Voluntary;Voluntary/Non-for profit Organisations;MT
BV;2;Besloten vennootschap;private limited company;NL
NV;2;Naamloze vennootschap;public limited company;NL
OI;2;Organizações Internacionais;International Organizations;PT
RA;2;Regie autonomă;Public company;RO
AB;2;Bankaktiebolag (AB);Limited banking companies;SE
AB;2;Försäkringsaktiebolag (AB);Limited insurance companies;SE
AB;2;Övriga aktiebolag (AB);Other limited companies;SE
SE;2;Societas Europea;European company (a type of public, limited-liability company regulated under EU law);-
GEN;3;Erwerbs- und Wirtschaftsgenossenschaft;Cooperative;AT
ÖrK;3;Öffentlich rechtliche Körperschaften;public corporation, corporation of public law;AT
ÖrS;3;Öffentlich rechtliche Stiftungen;public trust, corporation of public law;AT
VER;3;Vereine;registered association, corporation of public law;AT
SA ;3;Société anonyme ;Public limited company;BE
 AG;3; Aktiengesellschaft;Public limited company;BE
UP ;3;Union professionnelle ;Professional association;BE
 BV;3; Berufsvereinigung;Professional association;BE
 LG;3; Landwirtschaftliche Gesellschaft;Agricultural company;BE
 ÖE;3; Öffentliche Einrichtung;Public institution;BE
 LH;3; Pfandleihhaus;Pawnshop;BE
PW ;3;Polder - wateringue ;Polder - watering;BE
SF ;3;Société en formation ;Company under formation;BE
RW ;3;Autorité de la Région wallonne ;Authorities of the Walloon Region;BE
 WR;3; Behörde der Wallonischen Region;Authorities of the Walloon Region;BE
 DG;3; Behörde der Deutschsprachigen Gemeinschaft;Authorities of the German-speaking Community;BE
 LP;3; Lokale Polizeizone;Local Police;BE
IC ;3;Intercommunale ;Intermunicipal company;BE
 IK;3; Interkommunale;Intermunicipal company;BE
OOD;3;Дружество с ограничена отговорност (ООД);Limited liability company;BG
KDA;3;Командиртно дружество с акции (КДА);Partnership limited by shares;BG
EAD;3;Еднолично акционерно дружество (ЕАД);Single person joint-stock company;BG
LTD;3;Ιδιωτική Εταιρεία;Private limited company/ Ltd;CY
PLC;3;Δημόσια Εταιρεία;Public limited company/ Plc;CY
OTH;3;Άλλη νομική μορφή;Other legal form;CY
svj;3;Společenství vlastníků jednotek;Owners’ association (apartment owners’ association);CZ
GbR;3;Gesellschaft bürgerlichen Rechts ;Partnership under civil law;DE
OHG;3;Offene Handelsgesellschaft;General partnership;DE
AöR;3;Anstalt des öffentlichen Rechts;Institution established under public law;DE
KöR;3;Körperschaft des öffentlichen Rechts;Public body / statutory company;DE
SöR;3;Stiftung des öffentlichen Rechts;Public foundation;DE
BeG;3;Betriebe der Gebietskörperschaften;Municipal undertaking;DE
SpR;3;Stiftung des privaten Rechts;Private foundation;DE
WuR;3;Weltanschauungs- und Religionsgemeinschaft;Religious community;DE
ApS;3;Anpartselskab;Private limited company ;DK
IVS;3;Iværksætterselskab;Entrepreneurial limited company;DK
MTÜ;3;Mittetulundusühing;Non-profit association;EE
TuÜ;3;Tulundusühistu;Commercial association;EE
SAU;3;Sociedad Anónima Unipersonal;Single-member public limited company;ES
SAL;3;Sociedad Anónima Laboral;Worker-owned public limited company ;ES
SRL;3;Sociedad de responsabilidad limitada;Private limited company;ES
SLU;3;Sociedad Limitada Unipersonal;Single-member private limited company;ES
SLL;3;Sociedad Limitada Laboral;Worker-owned private limited company ;ES
SRC;3;Sociedad colectiva;General partnerships;ES
SGR;3;Sociedad de garantía recíproca;Mutual Guarantee Company;ES
SAT;3;Sociedad agraria de transformación;Farming partnerships;ES
AIE;3;Agrupación de Interés económico;Economic interest grouping;ES
oyj;3;Osakeyhtiö;Limited company;FI
osk;3;Osuuskunta;Co-operative society;FI
GIE;3;Groupement d'intérêt économique ;Economic interest grouping;FR
GIP;3;Groupement d'intérêt public ;Public interest grouping;FR
CLA;3;Αστική  Εταιρεία ;Civil-law Association;GR
SLP;3;Αφανής Εταιρεία ;Silent Partnership;GR
EPE;3;Εταιρεία Περιορισμένης Ευθύνης ;Limited Liability Company;GR
IKE;3;Ιδιωτική Κεφαλαιουχική Εταιρεία ;Private Capital Company;GR
JSO;3;Συμπλοιοκτησία ;Joint Ship-ownership;GR
CLF;3;Σωματεία - Ιδρύματα ;Club, Union, Syndicate, Foundation;GR
GIU;3;Gospodarsko interesno udruženje;Economic interest grouping;HR
Rt.;3;Részvénytársaság;Limited company;HU
Bt.;3;Betéti társaság;Limited partnership;HU
OBA;3;Országos betétbiztosítási alap;National deposit insurance fund;HU
LTD;3;Private Company Limited by Shares (LTD company);;IE
DAC;3;Designated Activity Company (DAC) – (limited by shares). ;;IE
DAC;3;Designated Activity Company Limited by Guarantee (DAC) – (limited by guarantee);;IE
CLG;3;Company Limited by Guarantee (CLG) (limited by guarantee not having a share capital);;IE
PLC;3;Public Limited Company (PLC);;IE
SMC;3;Single Member Company;;IE
UC ;3;Unlimited company ;;IE
UAB;3;Uždaroji akcinė bendrovė;Private Limited Company;LT
TUB;3;Tikroji ūkinė bendrija;General Partnership;LT
KUB;3;Komanditinė ūkinė bendrija;Limited Partnership;LT
ZUB;3;Žemės ūkio bendrovė;Agricultural Company;LT
APB;3;Advokatų profesinė bendrija;Lawyers' Professional Partnership;LT
PDB;3;Privačių detektyvų bendrija;Society of Private Detectives;LT
CRC;3;Bendras valdymo ir pranešimų centras;Combined Control and Reporting Centre;LT
RTK;3;Lietuvos radijo ir televizijos komisija;The Radio and Television Commission of Lithuania;LT
SA ;3;Société anonyme;Public limited company;LU
GIE;3;Groupement d'intérêt économique;Economic interest group;LU
FON;3;Fondation;Foundation;LU
AAM;3;Association d'assurances mutuelles;Mutual Insurance Association ;LU
SNC;3;Société en nom collectif;Partnership;LU
FCP;3;Fonds commun de placement;Mutual Funds;LU
AUT;3;Autres personnes morales dont l'immatriculation est prévue par l'article 1 de la loi modifiée du 19 décembre 2002 concernant le registre de commerce et des sociétésdes entreprises;Other legal person;LU
SIA;3;Sabiedrība ar ierobežotu atbildību;Limited liability company;LV
PSV;3;Pašvaldības uzņēmums ;Municipal enterprise;LV
UZN;3;Uzņēmējsabiedrības uzņēmums ;Enterprise of the company;LV
LIG;3;Līgumsabiedrība ar pilnu atbildību ;Partnership with full responsibility;LV
PAJ;3;Paju sabiedrība ;Joint stock company;LV
PAP;3;Sabiedrība ar papildu atbildību;Additional liability company;LV
GIM;3;Ģimenes uzņēmums ;Sole proprietorship (family enterprise)  ;LV
IND;3;Individuālais uzņēmums ;Sole proprietorship (individual enterprise)  ;LV
KBS;3;Kooperatīvo biedrību savienība ;Union of cooperative societies;LV
KBU;3;Kooperatīvo biedrību uzņēmums ;Enterprise of cooperative societies;LV
KSS;3;Kooperatīvo biedrību savienības uzņēmums ;Enterprise of union of cooperative societies;LV
ZEM;3;Zemnieku saimniecība ;Farm (farming enterprise);LV
ZVJ;3;Zvejnieku saimniecība ;Farm (fishing enterprise);LV
REL;3;Reliģiskas organizācijas uzņēmums ;Enterprise of religious organisation;LV
SOU;3;Sabiedriskās organizācijas uzņēmums ;Enterprise of NGO;LV
PAR;3;Pārstāvniecība;Permanent representative office;LV
LTD;3;Limited;Private limited company;MT
PCC;3;Protected cell company;Protected cell company;MT
PLC;3;Public limited company;Public limited company;MT
OWM;3;Onderlinge waarborgmaatschappij;mutual insurance association;NL
VVE;3;Vereniging van eigenaars;(home) owners' association;NL
TUW;3;towarzystwa ubezpieczeń wzajemnych;mutual insurance society;PL
OFE;3;otwarte fundusze emerytalne;open pension fund;PL
ACE;3;Agrupamento Complementar de Empresas (ACE);Complementary Grouping of Companies ;PT
Lda;3;Sociedade por Quotas;Private limited company;PT
SA ;3;Sociedade Anónima;Public limited company;PT
SNC;3;Sociedades em Nome Coletivo;Partnerships;PT
SAD;3;Sociedade Anónima Desportiva;Public limited sports company;PT
EPE;3;Entidade Pública Empresarial;Public corporation;PT
OAP;3;Organismo da Administração Pública;Public Institution;PT
PCR;3;Pessoa Colectiva Religiosa;Religious legal person;PT
SA ;3;Societate pe acţiuni;Joint Stock Company;RO
SRL;3;Societate cu răspundere limitată;Limited Liability Company (Ltd);RO
SCS;3;Societate în comandită simplă;Limited partnership;RO
SCA;3;Societate în comandită pe acţiuni;Limited partnership with shares;RO
ONG;3;Organizație non-guvernamentală;Non-Governmental Organization/Non-Profit institution;RO
SNC;3;Societate în nume colectiv;General partnership;RO
GIE;3;Grupul de interes economic;Economic interest grouping;RO
BRF;3;Bostadsrättsförening (BRF) ;Tenant owners’ associations;SE
Spb;3;Sparbanker (Spb);Savings banks;SE
GIZ;3;Gospodarsko interesno združenje GIZ;Economic Interest Grouping EIG;SI
VÚC;3;Samosprávny kraj (úrad samosprávneho kraja);Office of local government (regional level);SK
SCE;3;Societas Cooperativa Europea;European cooperative society;-
GmbH;4;Gesellschaft mit beschränkter Haftung;Ltd (UK);AT
OFP ;4;Organisme de financement de pensions / Organisme voor de Financiering van Pensioenen / Organismus für die Finanzierung von Pensionen;Organisation for financing pensions;BE
SNC ;4;Société en nom collectif ;General partnership;BE
 OHG;4; Offene Handelsgesellschaft;General partnership;BE
SCS ;4;Société en commandite simple ;Ordinary limited partnership;BE
 EKG;4; Einfache Kommanditgesellschaft;Ordinary limited partnership;BE
SCA ;4;Société en commandite par actions ;Partnership limited by shares;BE
 NV ;4; Naamloze vennootschap ;Public limited company;BE
 VoG;4; Vereinigung ohne Gewinnerzielungsabsicht;Non-profit association;BE
 BV ;4; Beroepsvereniging ;Professional association;BE
AAM ;4;Association d'assurances mutuelles ;Mutual insurance association / Mutual insurance fund under private law;BE
 LV ;4; Landbouwvennootschap ;Agricultural company;BE
 EoG;4; Einrichtung ohne Gewinnerzielungsabsicht;Non-profit institution;BE
FUP ;4;Fondation d'utilité publique ;Public utility foundation;BE
 gnS;4; Gemeinnützige Stiftung;Public utility foundation;BE
GIE ;4;Groupement d'intérêt économique ;Economic interest grouping;BE
 WIV;4; Wirtschaftliche Interessenvereinigung;Economic interest grouping;BE
ACP ;4;Association des copropriétaires ;Joint owners' association;BE
 MEV;4; Miteigentümervereinigung;Joint owners' association;BE
 OI ;4; Openbare instelling ;Public institution;BE
 PW ;4; Polder - Watering ;Polder - watering;BE
AFJ ;4;Autre forme juridique  (active) ;Other legal form (active);BE
 AV ;4;  Andere rechtsvorm (actief) ;Other legal form (active);BE
 ARF;4;  Andere Rechtsform (tätig);Other legal form (active);BE
 VV ;4; Vennootschap in oprichting ;Company under formation;BE
 GbG;4; In Gründung befindliche Gesellschaft;Company under formation;BE
PPEU;4;Europese politieke partij;European political party;BE
PPEU;4;Parti politique européen;European political party;BE
EUPP;4;Europäische politische Partei;European political party;BE
FPEU;4;Europese politieke stichting;European political foundation;BE
FPEU;4;Fondation politique européenne;European political foundation;BE
EUPS;4;Europäische politische Stiftung;European political foundation;BE
SPF ;4;Service public fédéral ;Federal Public Service;BE
 FÖD;4; Föderaler öffentlicher Dienst;Federal Public Service;BE
SPP ;4;Service public fédéral de programmation ;Federal Public Planning Service ;BE
 FÖP;4; Föderaler öffentlicher Programmierungsdienst;Federal Public Planning Service ;BE
 WG ;4; Overheid van het Waalse Gewest ;Authorities of the Walloon Region;BE
 RBH;4; Behörde der Region Brüssel-Hauptstadt;Authorities of the Brussels Capital Region;BE
 FrG;4; Behörde der Französischen Gemeinschaft;Authorities of the French Community;BE
 IC ;4; Intercommunale ;Intermunicipal company;BE
ZDS ;4;Zone de secours ;Relief zone;BE
 HLZ;4; Hilfeleistungszone;Relief zone;BE
SDC ;4;Société de droit commun ;Partnership;BE
 MS ;4; Maatschap ;Partnership;BE
 GaR;4; Gesellschaft des allgemeinen Rechts;Partnership;BE
EOOD;4;Еднолично дружество с ограничена отговорност (ЕООД);Single person limited liability company;BG
S-ie;4;Съдружие (С-ие);General partnership;BG
Coop;4;Кооперация;Cooperation/Cooperative society;BG
DZZD;4;Дружество учредено по Закона за задълженията и договорите (ДЗЗД);Partnership by Law of Obligations And Contracts;BG
COOP;4;Συνεργατικά Πιστωτικά Ιδρύματα ;Cooperative Credit Societies;CY
k.s.;4;Společnost komanditní;Limited partnership;CZ
a.s.;4;Akciová společnost;Plc (UK);CZ
s.p.;4;Státní podnik;State enterprise;CZ
EZHS;4;Evropské zájmové hospodářské sdružení;An eu legal entity designed to enable cross-border cooperation between companies;CZ
KGaA;4;Kommanditgesellschaft auf Aktien;Partnership limited by shares;DE
GmbH;4;Gesellschaft mit beschränkter Haftung;Private limited company;DE
VVaG;4;Versicherungsverein auf Gegenseitigkeit;Mutual insurance company;DE
SPöR;4;Sonstige juristische Person des öffentlichen Rechts;Other public legal form;DE
e.V.;4;Eingetragener Verein;Registered association;DE
RKOA;4;Riigi ja kohaliku omavalitsuse asutused;Central and local government authorities ;EE
SRLU;4;Sociedad Limitada Unipersonal;Single-member private limited company;ES
SLNE;4;Sociedad Limitada Nueva Empresa;"""New firm"" private limited company ";ES
GEIE;4;Groupement européen d'intérêt économique;European economic interest grouping;FR
CUMA;4;Coopérative d'utilisation de matériel agricole en commun ;Cooperative for shared use of agricultural equipment;FR
SCPI;4;Société civile de placement collectif immobilier;Collective real estate investment civil-law company;FR
GAEC;4;Groupement agricole d'exploitation en commun;Collective farming grouping ;FR
SIVU;4;Syndicat intercommunal à vocation unique ;Inter-municipality syndicate with a single aim;FR
PETR;4;Pôle d'équilibre territorial et rural ;Centre for territorial and rural balance;FR
CIAS;4;Centre Intercommunal d'action sociale ;Inter-municipality social welfare centre;FR
SDIS;4;Service départemental d'incendie et de secours ;Departmental fire and safety department;FR
COOP;4;Συνεταιρισμός ;Cooperative Company, Association;GR
d.d.;4;Dioničko društvo;Joint stock company;HR
k.d.;4;Komanditno društvo;Limited partnership;HR
Kft.;4;Korlátolt felelosségu társaság;Private limited-liability company;HU
Kkt.;4;Közkereseti társaság;General partnership;HU
Kht.;4;Közhasznú társaság;Public benefit nonprofit institution;HU
PA  ;4;PUBBLICA AMMINISTRAZIONE;General government;IT
SNC ;4;SOCIETA' IN NOME COLLETTIVO;General partnership (commercial);IT
SAS ;4;SOCIETA' IN ACCOMANDITA SEMPLICE;Limited partnership;IT
SS  ;4;SOCIETA' SEMPLICE;General partnership (non commercial);IT
SDF ;4;SOCIETA' DI FATTO;De facto corporation;IT
AIMP;4;AZIENDA PROVINCIALE;Consortium;IT
COOP;4;SOCIETA' COOPERATIVA;Cooperative society;IT
SPA ;4;SOCIETA' PER AZIONI;Plc (UK);IT
SAA ;4;SOCIETA' IN ACCOMANDITA PER AZIONI;Partnership limited by shares;IT
SRL ;4;SOCIETA' A RESPONSABILITA' LIMITATA;Ltd (UK);IT
LPRA;4;Lietuvos prekybos, pramonės ir amatų rūmų asociacija;The Association of Lithuanian Chambers of Commerce, Industry and Crafts ;LT
SECS;4;Société en commandite simple ;Limited partnership;LU
SECA;4;Société en commandite par actions;Partnership limited by shares;LU
SCOP;4;Société coopérative ;Cooperative company;LU
